given_nameLabel,lastnameLabel,birthdate,deathdate,nationalityLabel,itemDescription,place_of_birthLabel,educated_atLabel,award_receivedLabel,,,,enw_aroddirLabel,cyfenwLabel,dyddiadgeni,dyddiadmarwolaeth,cenedligrwyddLabel,eitemDisgrifiad,man_geniLabel,addysgwyd_ynLabel,wobr_a dderbyniwydLabel
Gail,Bradbrook,30/04/1972,,United Kingdom,British scientist,South Elmsall,University of Manchester Institute of Science and Technology,,,,,Gail,Bradbrook,30/04/1972,,Y Deyrnas Unedig,Gwyddonydd Prydeinig ,South Elmsall,Sefydliad Gwyddoniaeth a Thechnoleg Prifysgol Manceinion,
Helen,Walker,02/01/1953,19/09/2017,United Kingdom,British scientist,,University of St Andrews,,,,,Helen,Walker,02/01/1953,19/09/2017,Y Deyrnas Unedig,Gwyddonydd Prydeinig ,,Prifysgol St Andrews,
Janet,Garton,27/02/1944,,United Kingdom,British professor of literary science,,,,,,,Janet,Garton,27/02/1944,,Y Deyrnas Unedig,Athro gwyddor lenyddol Prydeinig ,,,
Joan,,26/02/1916,10/02/1999,Wales,Welsh physicist,Swansea,Newnham College,,,,,Joan,,26/02/1916,10/02/1999,Cymru,Ffisegwr Cymreig,Abertawe,Coleg Newnham,
Joan,,26/02/1916,10/02/1999,United Kingdom,Welsh physicist,Swansea,Newnham College,,,,,Joan,,26/02/1916,10/02/1999,Y Deyrnas Unedig,Ffisegwr Cymreig,Abertawe,Coleg Newnham,
Joan,,26/02/1916,10/02/1999,United Kingdom of Great Britain and Ireland,Welsh physicist,Swansea,Newnham College,,,,,Joan,,26/02/1916,10/02/1999,Teyrnas Unedig Prydain Fawr ac Iwerddon,Ffisegwr Cymreig,Abertawe,Coleg Newnham,
Judith,,01/01/1951,,United Kingdom,Professor of Divinity,Ipswich,University of Oxford,Fellow of the British Academy,,,,Judith,,01/01/1951,,Y Deyrnas Unedig,Athro Diwinyddiaeth,Ipswich,Prifysgol Rhydychen,Cymrawd yr Academi Brydeinig 
Judith,,01/01/1951,,United Kingdom,Professor of Divinity,Ipswich,University of Birmingham,Fellow of the British Academy,,,,Judith,,01/01/1951,,Y Deyrnas Unedig,Athro Diwinyddiaeth,Ipswich,Prifysgol Birmingham,Cymrawd yr Academi Brydeinig 
Kate,Storey,27/11/1960,,United Kingdom,British developmental biologist,,University of Oxford,Fellow of the Royal Society of Edinburgh,,,,Kate,Storey,27/11/1960,,Y Deyrnas Unedig,Biolegydd datblygiadol Prydeinig ,,Prifysgol Rhydychen,Cymrawd Cymdeithas Frenhinol Caeredin
Kate,Storey,27/11/1960,,United Kingdom,British developmental biologist,,University of Oxford,Fellow of the Academy of Medical Sciences,,,,Kate,Storey,27/11/1960,,Y Deyrnas Unedig,Biolegydd datblygiadol Prydeinig ,,Prifysgol Rhydychen,Cymrawd yr Academi Gwyddorau Meddygol
Kate,Storey,27/11/1960,,United Kingdom,British developmental biologist,,University of Oxford,Waddington Medal,,,,Kate,Storey,27/11/1960,,Y Deyrnas Unedig,Biolegydd datblygiadol Prydeinig ,,Prifysgol Rhydychen,Medel Waddington 
Kate,Storey,27/11/1960,,United Kingdom,British developmental biologist,,University of Oxford,Fellow of the Royal Society of Biology,,,,Kate,Storey,27/11/1960,,Y Deyrnas Unedig,Biolegydd datblygiadol Prydeinig ,,Prifysgol Rhydychen,Cymrawd Cymdeithas Frenhinol Bioleg
Kate,Maxwell,17/06/1979,,United Kingdom,,Gateshead,University of Glasgow,,,,,Kate,Maxwell,17/06/1979,,Y Deyrnas Unedig,,Gateshead,Prifysgol Glasgow,
Kathleen,,1847-01-01,28/03/1966,United Kingdom,,England,,,,,,Kathleen,,1847-01-01,28/03/1966,Y Deyrnas Unedig,,Lloegr,,
Laura,Hewitson,01/01/1969,,United Kingdom,British primatologist,Birmingham,University of Essex,,,,,Laura,Hewitson,01/01/1969,,Y Deyrnas Unedig,Primatolegydd Prydeinig ,Birmingham,Prifysgol Essex,
Libby,Houston,09/12/1941,,United Kingdom,British botanist,North London,University of Bristol,H. H. Bloomer Award,,,,Libby,Houston,09/12/1941,,Y Deyrnas Unedig,Botanegydd Prydeinig ,Gogledd Llundain,Prifysgol Bryste,Gwobr H. H. Bloomer 
Libby,Houston,09/12/1941,,United Kingdom,British botanist,North London,Lady Margaret Hall,H. H. Bloomer Award,,,,Libby,Houston,09/12/1941,,Y Deyrnas Unedig,Botanegydd Prydeinig ,Gogledd Llundain,Neuadd Lady Margaret ,Gwobr H. H. Bloomer 
,Wilson,,,United Kingdom,,,,,,,,,Wilson,,,Y Deyrnas Unedig,,,,
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Presidential Medal of Freedom,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Medel Rhyddid yr Arlywydd
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Presidential Medal of Freedom,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Medel Rhyddid yr Arlywydd
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Presidential Medal of Freedom,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Medel Rhyddid yr Arlywydd
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Order of the White Lion,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Urdd y Llew Gwyn
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Order of the White Lion,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Urdd y Llew Gwyn
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Order of the White Lion,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Urdd y Llew Gwyn
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Order of Merit,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Urdd Teilyngdod
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Order of Merit,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Urdd Teilyngdod
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Order of Merit,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Urdd Teilyngdod
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Grand Order of King Petar Krešimir IV,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Urdd Fawr y Brenin Petar Krešimir IV
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Grand Order of King Petar Krešimir IV,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Urdd Fawr y Brenin Petar Krešimir IV
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Grand Order of King Petar Krešimir IV,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Urdd Fawr y Brenin Petar Krešimir IV
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Grand Order of King Dmitar Zvonimir,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Urdd Fawr y Brenin Dmitar Zvonimir
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Grand Order of King Dmitar Zvonimir,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Urdd Fawr y Brenin Dmitar Zvonimir
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Grand Order of King Dmitar Zvonimir,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Urdd Fawr y Brenin Dmitar Zvonimir
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Order of the Garter,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Urdd y Gardas Aur
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Order of the Garter,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Urdd y Gardas Aur
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Order of the Garter,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Urdd y Gardas Aur
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Order of Vytautas the Great,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Urdd Vytautas Fawr
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Order of Vytautas the Great,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Urdd Vytautas Fawr
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Order of Vytautas the Great,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Urdd Vytautas Fawr
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Ronald Reagan Freedom Award,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Gwobr Rhyddid Ronald Reagan 
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Ronald Reagan Freedom Award,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Gwobr Rhyddid Ronald Reagan 
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Ronald Reagan Freedom Award,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Gwobr Rhyddid Ronald Reagan 
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Order of Good Hope,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Urdd Gobaith Da
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Order of Good Hope,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Urdd Gobaith Da
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Order of Good Hope,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Urdd Gobaith Da
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Clare Boothe Luce Award,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Gwobr Clare Boothe Luce 
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Clare Boothe Luce Award,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Gwobr Clare Boothe Luce 
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Clare Boothe Luce Award,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Gwobr Clare Boothe Luce 
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Fellow of the Royal Society,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Cymrawd y Gymdeithas Frenhinol 
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Fellow of the Royal Society,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Cymrawd y Gymdeithas Frenhinol 
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Fellow of the Royal Society,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Cymrawd y Gymdeithas Frenhinol 
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Dostyk Order of grade I,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Urdd Dostyk gradd I
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Dostyk Order of grade I,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Urdd Dostyk gradd I
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Dostyk Order of grade I,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Urdd Dostyk gradd I
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,Fellow of the Royal Institute of Chemistry,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,Cymrawd Sefydliad Brenhinol Cemeg
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,Fellow of the Royal Institute of Chemistry,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,Cymrawd Sefydliad Brenhinol Cemeg
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,Fellow of the Royal Institute of Chemistry,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,Cymrawd Sefydliad Brenhinol Cemeg
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Somerville College,honorary citizen of Zagreb,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Coleg Somerville ,dinesydd anrhydeddus Zagreb
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,City Law School,honorary citizen of Zagreb,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Gyfraith y Ddinas,dinesydd anrhydeddus Zagreb
Margaret,Thatcher,13/10/1925,08/04/2013,United Kingdom,British stateswoman and prime minister (1979–1990),Grantham,Kesteven and Grantham Girls' School,honorary citizen of Zagreb,,,,Margaret,Thatcher,13/10/1925,08/04/2013,Y Deyrnas Unedig,Gwladweinydd a phrif weinidog Prydeinig (1979–1990),Grantham,Ysgol Merched Kesteven a Grantham ,dinesydd anrhydeddus Zagreb
Marjorie,,29/03/1948,25/03/2015,United Kingdom,Scottish animal researcher and animal surgeon,,,,,,,Marjorie,,29/03/1948,25/03/2015,Y Deyrnas Unedig,Ymchwilydd anifeiliaid a llawfeddyg anifeiliaid o'r Alban,,,
Mary,,1895-02-19,09/05/1991,Wales,Welsh plant pathologist and mountaineer,Bangor,Bangor University,Order of the British Empire,,,,Mary,,1895-02-19,09/05/1991,Cymru,Patholegydd planhigion a mynyddwr Cymreig,Bangor,Prifysgol Bangor,Urdd yr Ymerodraeth Brydeinig 
Mary,,1895-02-19,09/05/1991,United Kingdom,Welsh plant pathologist and mountaineer,Bangor,Bangor University,Order of the British Empire,,,,Mary,,1895-02-19,09/05/1991,Y Deyrnas Unedig,Patholegydd planhigion a mynyddwr Cymreig,Bangor,Prifysgol Bangor,Urdd yr Ymerodraeth Brydeinig 
Mary,,1895-02-19,09/05/1991,United Kingdom of Great Britain and Ireland,Welsh plant pathologist and mountaineer,Bangor,Bangor University,Order of the British Empire,,,,Mary,,1895-02-19,09/05/1991,Teyrnas Unedig Prydain Fawr ac Iwerddon,Patholegydd planhigion a mynyddwr Cymreig,Bangor,Prifysgol Bangor,Urdd yr Ymerodraeth Brydeinig 
Mary,,1895-02-19,09/05/1991,Wales,Welsh plant pathologist and mountaineer,Bangor,North London Collegiate School,Order of the British Empire,,,,Mary,,1895-02-19,09/05/1991,Cymru,Patholegydd planhigion a mynyddwr Cymreig,Bangor,Ysgol Golegol Gogledd Llundain,Urdd yr Ymerodraeth Brydeinig 
Mary,,1895-02-19,09/05/1991,United Kingdom,Welsh plant pathologist and mountaineer,Bangor,North London Collegiate School,Order of the British Empire,,,,Mary,,1895-02-19,09/05/1991,Y Deyrnas Unedig,Patholegydd planhigion a mynyddwr Cymreig,Bangor,Ysgol Golegol Gogledd Llundain,Urdd yr Ymerodraeth Brydeinig 
Mary,,1895-02-19,09/05/1991,United Kingdom of Great Britain and Ireland,Welsh plant pathologist and mountaineer,Bangor,North London Collegiate School,Order of the British Empire,,,,Mary,,1895-02-19,09/05/1991,Teyrnas Unedig Prydain Fawr ac Iwerddon,Patholegydd planhigion a mynyddwr Cymreig,Bangor,Ysgol Golegol Gogledd Llundain,Urdd yr Ymerodraeth Brydeinig 
Mary,,1895-02-19,09/05/1991,Wales,Welsh plant pathologist and mountaineer,Bangor,"Friars School, Bangor",Order of the British Empire,,,,Mary,,1895-02-19,09/05/1991,Cymru,Patholegydd planhigion a mynyddwr Cymreig,Bangor,"Ysgol Friars, Bangor",Urdd yr Ymerodraeth Brydeinig 
Mary,,1895-02-19,09/05/1991,United Kingdom,Welsh plant pathologist and mountaineer,Bangor,"Friars School, Bangor",Order of the British Empire,,,,Mary,,1895-02-19,09/05/1991,Y Deyrnas Unedig,Patholegydd planhigion a mynyddwr Cymreig,Bangor,"Ysgol Friars, Bangor",Urdd yr Ymerodraeth Brydeinig 
Mary,,1895-02-19,09/05/1991,United Kingdom of Great Britain and Ireland,Welsh plant pathologist and mountaineer,Bangor,"Friars School, Bangor",Order of the British Empire,,,,Mary,,1895-02-19,09/05/1991,Teyrnas Unedig Prydain Fawr ac Iwerddon,Patholegydd planhigion a mynyddwr Cymreig,Bangor,"Ysgol Friars, Bangor",Urdd yr Ymerodraeth Brydeinig 
Mary,Sheridan,1899-01-01,14/02/1978,United Kingdom,,Liverpool,University of Liverpool,,,,,Mary,Sheridan,1899-01-01,14/02/1978,Y Deyrnas Unedig,,Lerpwl,Prifysgol Lerpwl,
Mary,Sheridan,1899-01-01,14/02/1978,United Kingdom of Great Britain and Ireland,,Liverpool,University of Liverpool,,,,,Mary,Sheridan,1899-01-01,14/02/1978,Teyrnas Unedig Prydain Fawr ac Iwerddon,,Lerpwl,Prifysgol Lerpwl,
Olga,,01/01/1950,,United Kingdom,British academic,Russian Soviet Federative Socialist Republic,Moscow Institute of Physics and Technology,,,,,Olga,,01/01/1950,,Y Deyrnas Unedig,Academydd Prydeinig ,Gweriniaeth Sosialaidd Ffederal Sofietaidd Rwseg,Sefydliad Ffiseg a Thechnoleg Moscow ,
Olga,,01/01/1950,,Russia,British academic,Russian Soviet Federative Socialist Republic,Moscow Institute of Physics and Technology,,,,,Olga,,01/01/1950,,Rwsia,Academydd Prydeinig ,Gweriniaeth Sosialaidd Ffederal Sofietaidd Rwseg,Sefydliad Ffiseg a Thechnoleg Moscow ,
Rosalind,,21/10/1949,,United Kingdom,,,Newnham College,,,,,Rosalind,,21/10/1949,,Y Deyrnas Unedig,,,Coleg Newnham,
Sharon,Robinson,01/01/1961,,United Kingdom,Antarctic researcher,,University College London,,,,,Sharon,Robinson,01/01/1961,,Y Deyrnas Unedig,Ymchwilydd antarctig,,Coleg y Brifysgol Llundain,
Stephanie,Amiel,17/10/1954,,United Kingdom,"British physician and academic, specialising in type 1 diabetes",Farnborough,University of London,Fellow of the Royal College of Physicians,,,,Stephanie,Amiel,17/10/1954,,Y Deyrnas Unedig,"Ffisegydd ac academydd Prydeinig, sy'n arbenigo mewn diabetes math 1",Farnborough,Prifysgol Llundain,Cymrawd Coleg Brenhinol y Ffisegwyr
Vida,Latham,1866-01-01,01/01/1958,United Kingdom,"British-American dentist, physician, microscopist",,University of Michigan,,,,,Vida,Latham,1866-01-01,01/01/1958,Y Deyrnas Unedig,"Deintydd, ffisegydd, meicrosgopydd Prydeinig-Americanaidd",,Prifysgol Michigan,
Vida,Latham,1866-01-01,01/01/1958,United Kingdom of Great Britain and Ireland,"British-American dentist, physician, microscopist",,University of Michigan,,,,,Vida,Latham,1866-01-01,01/01/1958,Teyrnas Unedig Prydain Fawr ac Iwerddon,"Deintydd, ffisegydd, meicrosgopydd Prydeinig-Americanaidd",,Prifysgol Michigan,
Vida,Latham,1866-01-01,01/01/1958,United Kingdom,"British-American dentist, physician, microscopist",,Northwestern University,,,,,Vida,Latham,1866-01-01,01/01/1958,Y Deyrnas Unedig,"Deintydd, ffisegydd, meicrosgopydd Prydeinig-Americanaidd",,Prifysgol y Gogledd-orllewin,
Vida,Latham,1866-01-01,01/01/1958,United Kingdom of Great Britain and Ireland,"British-American dentist, physician, microscopist",,Northwestern University,,,,,Vida,Latham,1866-01-01,01/01/1958,Teyrnas Unedig Prydain Fawr ac Iwerddon,"Deintydd, ffisegydd, meicrosgopydd Prydeinig-Americanaidd",,Prifysgol y Gogledd-orllewin,
Virginia,Henderson,1897-11-30,19/03/1996,United States of America,"nurse, researcher, theorist and author",Kansas City,Columbia University,Honorary Fellow of the Royal College of Nursing,,,,Virginia,Henderson,1897-11-30,19/03/1996,Unol Daleithiau America,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Prifysgol Columbia,Cymrawd Anrhydeddus y Coleg Nyrsio Brenhinol 
Virginia,Henderson,1898-01-01,19/03/1996,United States of America,"nurse, researcher, theorist and author",Kansas City,Columbia University,Honorary Fellow of the Royal College of Nursing,,,,Virginia,Henderson,1898-01-01,19/03/1996,Unol Daleithiau America,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Prifysgol Columbia,Cymrawd Anrhydeddus y Coleg Nyrsio Brenhinol 
Virginia,Henderson,1897-11-30,19/03/1996,United Kingdom,"nurse, researcher, theorist and author",Kansas City,Columbia University,Honorary Fellow of the Royal College of Nursing,,,,Virginia,Henderson,1897-11-30,19/03/1996,Y Deyrnas Unedig,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Prifysgol Columbia,Cymrawd Anrhydeddus y Coleg Nyrsio Brenhinol 
