FUM-nr,X,Antal_dele,Emne_ord,Placering,Dansk_navn,Latinsk_navn,Antal_fossiler,Fund_oplysninger,Notater,Lokalitet,Finder,Fossilets_dimensioner,e,Beskaffenhed,Bevaringstilstand,Foto,Bilag,Beskrevet_af,Udlånsstatus,Opbevares,Box_nr.,Status,Kontaktoplysninger
2048,15,+modplade ,Insekt,,Vandkalv,Coleoptera,,mrk. K20 nr. 900 i bilag,Vandkalv?,,E. Ratek,13mm*8mm,,cementsten,god,1,1,S. Andersen,,42B,,,
2048,16,+modplade ,Insekt,,Cikade,Hemiptera,,mrk. SV nr. 809 i bilag,Cikade (lille art). Ikke Danekræ pga. bevaringstilstand,Svalklit,E. Ratek,4mm*2mm,,Cementsten,Ok,1,1,S. Andersen,,43,,,
2048,17,+modplade ,Insekt,,Ørentvist,Dermaptera,,mrk. SV96 O75 nr. 839 i bilag,Forticula paleocaenica (Willmann 1990),Svalklit,E. Ratek,20mm*8mm,,cementsten,fin,1,1,"Rust, S. Andersen",,44,,,
2048,18,+modplade ,insekt,,Snyltehveps,Hymenoptera,,mrk KL19 nr. 816 i bilag,Snyltehveps gen. Sp. Indet.,Klinten ved Klitgård - Mors,E. Ratek,15mm*12mm,,cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,19,+modplade ,Insekt,,Svampemyg,Mycetophiloidea,,mrk.SV98 nr. 498 i bilag,Diptera: Mycetophiloidea. Svampemyg: arten Bolitophila danica - (Schröder p. 51),Svalklikt Mors,E. Ratek,8mm*6mm,,cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,20,-modplade,Insekt,,Svampemyg,Diptera,,mrk GU96 nr. 500 i bilag,Snyltehveps - ubestemt,Gullerup,E. Ratek,7mm*5mm,,cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,21,- modplade,insekt,,Vandnymfevinge,Zygoptera,,nr. 343 i bilag,,,E. Ratek,30mm*8mm,,cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,22,+modplade ,Insekt,,Vårflue,Trichoptera,,mrk. GU 2002 nr. 273 i bilag,,Gullerup,E. Ratek,10mm*14mm,,cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,23,+modplade ,Insekt,,Bladlus,Hemiptera,,mrk. KL 2002 nr.271 i bilag,FUM-N-2048x23 og FUM-N-2048x24 er i samme sten,Klinten ved Klitgård - Mors,E. Ratek,6mm*4mm,,cementsten,fin,2,1,S. Andersen,,m-stue,,,
2048,24,+modplade ,Insekt,,Tæge,Hemiptera,,mrk. KL 2002 nr.271 i bilag,FUM-N-2048x23 og FUM-N-2048x24 er i samme sten,Klinten ved Klitgård - Mors,E. Ratek,5mm*3mm,,cementsten,middel,2,1,S. Andersen,,m-stue,,,
2048,25,+modplade ,Insekt,,Tæge,Hemiptera,,mrk. KL x1 nr. 824 i8 bilag,tæge (Cydnidae gen. et sp. Indet 1 - Rust 1999 p.228),Klinten ved Klitgård - Mors,E. Ratek,6mm*5mm,,cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,26,-modplade,insekt,,Ørentvist?,,,mrk. KL T28 nr. 245 i bilag,Er i bilaget beskrevet som ?rovbille,Klinten ved Klitgård - Mors,E. Ratek,12mm4mm,,cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,27,+modplade ,Insekt,,Buskflue,Dryomyzidae,,mrk. FLA,FUM-N-2048x27 og FUM-N-2048x28 er i samme sten,Fladeklint,E. Ratek,6mm*8mm,,Cementsten,fin,1,,S. Andersen,,m-stue,,,
2048,28,+modplade ,Insekt,,Svirreflue,Syrphidae,,mrk. FLA,3 stk. svirrefluer i samme sten under dette nr + buskflue(FUM-N-2048x27),Fladeklint,E. Ratek,7mm*4mm,,cementsten,ok,1,,S. Andersen,,m-stue,,,
2048,29,+modplade ,Insekt,,Sommerfugl,Lepidoptera,,mrk. SA97 K10 nr. 822 i bilag,Sommerfugl (lille art) Lepidoptera gen. et sp. Indet. 2 i Rust 1999 p.352,,E. Ratek,6mm*8mm,,cementsten,ok,1,1,"Rust, S. Andersen",,m-stue,,,
2048,30,+modplade ,Insekt,,Tæge,Lygaeidae,,mrk. FLA 2002 nr. 491 i bilag,Tæge med vinge (Lygaeidae gen. et sp. Indet 1 - Rust 1999 p.251),Fladeklint,E. Ratek,6mm*5mm,,cementsten,ok,1,1,"Rust, S. Andersen",,m-stue,,,
2048,31,+modplade ,Insekt,,Tæge,Miridae (?),,mrk. KL94 N87 nr. 879 i bilag,tæge (Miridae (?) gen. et sp. Indet 1 - Rust 1999 p.224),Klinten ved Klitgård - Mors,E. Ratek,10mm*4mm,,cementsten,ok,1,1,"Rust, S. Andersen",,m-stue,,,
2048,32,+modplade ,Insekt,,Sommerfugl,Lepidoptera,,mrk.FLA96 F13 nr. 828 i bilag,"Sommerfugl, nærmest komplet.  Lepidoptera gen. et sp. Indet. 1 i Rust 1999 p.351",Fladeklint,E. Ratek,7mm*12mm,,cementsten,god,1,1,"Rust, S. Andersen",,m-stue,,,
2048,33,+modplade ,Insekt,,Ørentvist,Dermaptera,,mrk. KL94 H18 nr. 830 i bilag,Ørentvist + dårlig bevaret reetvinge,Klinten ved Klitgård - Mors,E. Ratek,12mm*4mm,,cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,34,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,mrk. SV99 nr.226 i bilag,,Svalklit,E. Ratek,11mm*17mm,,cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,35,+modplade ,insekt,,Cikade,Hemiptera,,"mrk. SU97, E9,  nr. 232 i billag",Meget velbevaret cikade. Cercopoidea gen. Et sp. Indet 2 i Rust 1999 p.122,Sundby,E. Ratek,23mm*11mm,,cementsten,god,1,1,"Rust, S. Andersen",,m-stue,,,
2048,36,+modplade ,Insekt,,Sommerfugl,Lepidoptera,,"mrk. KL96, K16 nr. 8 i bilag",FUM-2048x37 er i B stykket,Klinten ved Klitgård - Mors,E. Ratek,14mm*12mm,,cementsten,God,1,1,S. Andersen,Udlånt til Johan Lindgren,,,,
2048,37,-modplade,Insekt,,Netvinge,Neuroptera,,"mrk. KL96, K16 nr. 8 i bilag",Er i samme sten som FUM-N-2048x37B,Klinten ved Klitgård - Mors,E. Ratek,10mm*6mm,,cementsten,God,1,1,S. Andersen,Udlånt til Johan Lindgren,,,,
2048,38,+modplade ,Insekt,,Stankelben,Tipulidae,,"mrk.SV99, 15 nr.201 i bilag",Velbevaret stankelben,Svalklit,E. Ratek,18mm*14mm,,cementsten,God,1,1,S. Andersen,,m-stue,,,
2048,39,+modplade ,Insekt,,cikade,Hemiptera,,"mrk. KL, nr. 800 i bilag",Vinge af cikade. Mindura morsensis i Rust 1999,Klinten ved Klitgård - Mors,E. Ratek,10mm*5mm,,cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,40,+modplade ,Insekt,,Græshoppe,Orthoptera,,"mrk. GU, 1. nr. 865 i bilag",velbevaret græshoppe,Gullerup,E. Ratek,18mm*7mm,,cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,41,-modplade,insekt,,Vandnymfevinge,Zygoptera,,"mrk. KL, T1. nr. 235 i bilag",Beskrevet i Rust (1999) s. 18-19,Klinten ved Klitgård - Mors,E. Ratek,29mm*7mm,,cementsten,God,1,1,S. Andersen,,m-stue,,,
2048,42,+modplade ,Insekt,,Skøjteløbertæge,Hemiptera,,"mr. KL2002,nr. 413 i bilag.",,Klinten ved Klitgård - Mors,E. Ratek,37mm*19mm,,cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,43,+modplade ,Insekt,,Tæge,Hemiptera,,"mrk. GU96, O72. nr 833 i bilag",Tæge med vinge og følehorn,Gullerup,E. Ratek,12mm*10mm,,cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,44,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. FLA001, nr. 119 i bilag",,Fladeklint,E. Ratek,9mm*12mm,,cementsten,God,1,1,S. Andersen,,m-stue,,,
2048,45,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. HA99, nr. 103 i bilag",,Handklit,E. Ratek,11mm*14mm,,cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,46,+modplade ,Insekt,,Stikmyg,Diptera,,"mrk. SV2001, nr. 268 i bilag",Stikmyg hun,Svalkli,E. Ratek,7mm*9mm,,cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,47,+modplade ,Insekt,,Stkmyg,Diptera,,"mrk. GU 99, nr. 560 i bilag",Han af stikmug,Gullerup,E. Ratek,6mm*3mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,48,+modplade ,Insekt,,Tæge,Hemiptera,,"mrk. KL96, RB28, nr. 740 i bilag","Tæge med vinge. Miridae gen, et sp. Indet 2 (Rust 1999)",Klinten ved Klitgård - Mors,E. Ratek,"8mm*3,5mm",,Cementsten,fin,1,1,S. Andersen,,m-stue,,,
2048,49,-modplade,Insekt,,Cikade ?,,,"mrk. GU96, M59, nr. 248 i bilag",,Gullerup,E. Ratek,5mm*7mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,50,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. KL 2001, nr. 123 i bilag",Velbevaret snyltehveps,Klinten ved Klitgård - Mors,E. Ratek,10mm*10mm,,Cementsten,God,1,1,S. Andersen,,m-stue,,,
2048,51,+modplade ,Insekt,,Cikade,Hemiptera,,"mrk. SV2000, nr. 95 i bilag",,Svalklit,E. Ratek,12mm*5mm,,Cementsten,God,1,1,S. Andersen,,m-stue,,,
2048,52,+modplade ,Insekt,,Cikade,Hemiptera,,"FLA 97, D33, nr 708 i milag",,Fladeklint,E. Ratek,8mm*5mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,53,+modplade ,Insekt,,Cikade,Hemiptera,,"SA 96, 2C4, nr. 233 i bilag",,,E. Ratek,15mm*8mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,54,+modplade ,Insekt,,Stankelben,Tipulidae?,,"SV 95, N46, 47, nr, 38 i bilag",Muligvis arten Helius (Rhamphidia) thybotica,Svalklit,E. Ratek,7mm*16mm,,Cementsten,God,1,1,S. Andersen,,m-stue,,,
2048,55,+modplade ,Insekt,,Cikade,Hemiptera,,"SV, nr. 686 i bilag",uidentificeret vinge fra cikade,Svalkilt,E. Ratek,8mm*6mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,56,+modplade ,Insekt,,Cikade,Hemiptera,,"FLA 95, nr. 641 i bilag",Cikade forvinge (ny art),Fladeklint,E. Ratek,8mm*3mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,57,+modplade ,Insekt,,??,,,"SV, nr. 652 i bilag",Ubestemt insekt (bør undersøges nærmere),Svalklit,E. Ratek,10mm*12mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,58,+modplade ,Insekt,,Fårekylling,Orthoptera,,"FLA 2002, nr. 400 i bilag",Kan præpereres mere frem i B pladen,Fladeklint,E. Ratek,17mm*6mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,59,+modplade ,Insekt,,Stankelben,Diptera,,"SV96, O89, 84, nr. 204 i bilag",,Svalklit,E. Ratek,11mm*6mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,60,-modplade,Insekt,,Græshoppe,Orthoptera,,"KL, T24, nr. 249 i bilag",Beskrevet i Rust (1999) s. 81,Klinten ved Klitgård - Mors,E. Ratek,25mm*5mm,,Cementsten,God,1,1,S. Andersen,,m-stue,,,
2048,61,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"KL, L10, nr. 758 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,4mm*5mm,,Cementsten,Ok,1,1,S. Andersen,,m-stue,,,
2048,62,-modplade,Insekt,,Cikade,Hemiptera,,"mrk. SV, nr. 340 i bilag",Vinge af sommerfuglecikade,Svalklit,E. Ratek,20mm*13mm,,Cementsten,God,1,1,S. Andersen,,m-stue,,,
2048,63,-modplade,Insekt,,Snyltehveps,Hymenoptera,,"mrk. SV, U6, nr. 15 i  bilag",Snyltehveps (lille art),Svalklit,E. Ratek,4mm*3mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,64,+modplade ,Insekt,,cikade,Hemiptera,,"mrk. KL 98, nr. 789 i  bilag",Cikade forvinge ,Klinten ved Klitgård - Mors,E. Ratek,15mm*8mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,65,+modplade ,Insekt,,Netvinge,Neuroptera,,"mrk. HA 2000, nr. 146 i bilag",Næsten fulstændig bevaret netvinge,Handklit,E. Ratek,12mm*5mm,,Cementsten,God,1,1,S. Andersen,,m-stue,,,
2048,66,+modplade ,Insekt,,Cikade,Hemiptera,,"mrk. GU 96, F12, 10, nr. 634 i bilag",Sommerfuglscikade,Gullerup,E. Ratek,18mm*18mm,,Cementsten,Fin,1,1,S. Andersen,,m-stue,,,
2048,67,+modplade ,Insekt,,Stikmyg,Diptera,,"mrk. SV, nr. 654 i bilag",,Svalklit,E. Ratek,6mm*4mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,68,+modplade ,Insekt,,Cikade,Hemiptera,,"mrk. GU 2001, nr. 912 i bilag","Cikade ""lille art""",Gullerup,E. Ratek,4mm*3mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,69,+modplade ,Insekt,,Cikade,Hemiptera,,"mrk. KL 97, KB 22, nr. 579 i bilag",Vinge fra sommerfuglecikade,Klinten ved Klitgård - Mors,E. Ratek,18mm*9mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,70,+modplade ,Insekt,,Græshoppe,Orthoptera,,"mrk. GU, Ra 26, nr. 645 i bilag",Ben fra græshoppe,Gullerup,E. Ratek,35mm*15mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,71,+modplade ,Insekt,,Tæge,Hemiptera,,"mrk.GU10/10 94, F4, nr, 632 i bilag",,Gullerup,E. Ratek,12mm*6mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,72,+modplade ,Insekt,,Skorpionflue,Mecoptera,,"mrk. KL, RB4, nr. 566 i bilag",Vinge fra skorpionflue,Klinten ved Klitgård - Mors,E. Ratek,32mm*4mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,73,+modplade ,Insekt,,Kakerlakker,Blattaria,,"mrk. SV2000, nr. 279 i bilag",Vinge fra kakerlak,Svalklit,E. Ratek,10mm*4mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,74,+modplade ,Insekt,,Mange forskellige,Dermaptera,5+,"mrk kl 95, nr. 696 i bilag","Stykket indeholder, ørentvist, tæger, cikade, sommerfugle og svirreflue",Klinten ved Klitgård - Mors,E. Ratek,,,Cementsten,Meget god,1,1,S. Andersen,,m-stue,,,
2048,75,+modplade ,Insekt,,Sommerfuglecikade,Hemiptera,5,"mrk SA2000, nr. 260 i bilag",Vinge fra sommerfuglecikade + 2 stankelben (Tipulidae) og 2 sommerfugle (Lepidoptera),??,E. Ratek,15mm**10mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,76,+modplade ,Insekt,,Tæge,Hemiptera,,"mrk. KL, nr 807 i bilag",Tæge med vinger og ben,Klinten ved Klitgård - Mors,E. Ratek,6mm*6mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,77,+modplade ,Insekt,,Svampemyg,Diptera,,"mrk. SV2000, 20, nr. 198 i bilag",,Svalklit,E. Ratek,4mm*3mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,78,+modplade ,Insekt,,Stankelben,Diptera,,"mrk. SKR 97, 23",Velbevaret stankelben med flotte øjne,Skærbæk klint ?,E. Ratek,14mm*32mm,,Cementsten,god,1, ,,,m-stue,,,
2048,79,+modplade ,Insekt,,cikade,Hemiptera,,"mr. GU 15/1 95, RB17, nr. 867 i bilag",cikade med vinger,Gullerup,E. Ratek,6mm*16mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,80,+modplade ,Insekt,,Svirreflue,Diptera,,"mrk GU, W5",,Gullerup,E. Ratek,10mm*8mm,,Cementsten,ok,1, ,S. Andersen,,m-stue,,,
2048,81,+modplade ,Insekt,,Bille,Coleoptera,,"mrk. SV 7/4 94, KB35, nr. 739 i bilag","Løbebille, ny art?",Svalklit,E. Ratek,10mm*5mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,82,+modplade ,Insekt,,Fårekylling,Gryllidae,,"Mrk. KL95, S8, nr 21 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,14mm*5mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,83,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. KL, 2C1, nr. 843 i bilag",Beskrevet s. 296-298 (i Rust 1999) Fundet mellem askelag +25 og +30. Eneste kendte eksemplar i 1999 da den blev beskrevet.,Klinten ved Klitgård - Mors,E. Ratek,4mm*2mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,84,+modplade ,Insekt,,Tæge,Hemiptera,,"mrk. KL 16/1 95, K11","Tæge, Stor ubestemt art",Klinten ved Klitgård - Mors,E. Ratek,22mm*14mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,85,-modplade,Insekt,,Skøjteløbertæge,Hemiptera,,"mrk. SV95, nr. 243 i bilag",,Svalkit,E. Ratek,25mm*15mm,,Cementsten,god,1,1,S. Andersen,,m-stue,,,
2048,86,+modplade ,Insekt,,Sommerfuglecikade,Hemiptera,,"mrk. GU 18/2 94, K1, nr. 412 i bilag",Vinge fra sommerfuglecikade,Gullerup,E. Ratek,22mm*15mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,87,+modplade ,Insekt,,Sommerfuglecikade,Hemiptera,,"mrk. KL, P49, nr. 322 i bilag",Bagkrop og vinger ,Klinten ved Klitgård - Mors,E. Ratek,14mm*26mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,88,+modplade ,Insekt,,Bladbille,Coleoptera,,"mrk. KL, R49, nr. 234 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,7mm*4mm,,Cementsten,god,1,1,S. Andersen,Udlånt til Johan Lindgren,,,,
2048,89,+modplade ,Insekt,,Sommerfugl,Lepidoptera,,"mrk. KL, nr. 805 i bilag",Pænt eksemplar,Klinten ved Klitgård - Mors,E. Ratek,12mm*18mm,,Cementsten,fin,1,1,S. Andersen,,m-stue,,,
2048,90,+modplade ,Insekt,,Snudebille,Coleoptera,,"mrk. HA2000, nr. 114 i bilag",Bevaret i 3D,Handklit,E. Ratek,4mm*2mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,91,+modplade ,Insekt,,Tæge,Hemiptera,,"mrk. HA99, nr. 68 i bilag",,Handklit,E. Ratek,6mm*3mm,,Cementsten,ok,1,1,S. Andersen,,m-stue,,,
2048,92,+modplade ,Insekt,,Cikade,Hemiptera,,"mrk. KL, E18, nr 603 i bilag",Cikade med vinge og følehorn,Klinten ved Klitgård - Mors,E. Ratek,7mm*3mm,,Cementsten,fin,1,1,S. Andersen,,m-stue,,,
2048,93,+modplade ,Insekt,,Sommerfugl,Lepidoptera,,"mrk.SU 9/7 94, E25, nr. 609 i bilag",Sommerfugl med skæl,Sundby,E. Ratek,5mm*9mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,94,+modplade ,Insekt,,Cikade,Hemiptera,,"mrk. SV95, nr. 633 i bilag",Cikade med læggebrod,Svalkit,E. Ratek,16mm*8mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,95,+modplade ,Insekt,,Sommerfugl,Lepidoptera,,"mrk. Sv, E22, nr. 620 i bilag",Sommerfugl med snabel,Svalklit,E. Ratek,11mm*3mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,96,+modplade ,Insekt,,Stankelben,Diptera,,"mrk. KL 6/9 94, g62, nr. 630 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,14mm*16mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,97,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. SV96, E8, nr. 604 i bilag",,Svalklit,E. Ratek,10mm*11mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,98,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. FLA, E30, nr. 617 i bilag",,Fladeklint,E. Ratek,8mm*10mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,99,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. FLA, E73, nr. 621 i bilag",,Fladeklint,E. Ratek,9mm*13mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,100,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. GU, E61, nr. 625 i bilag",Kan præpereres mere frem i A pladen,Gullerup,E. Ratek,7mm*9mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,101,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. KL, KA2, nr 643 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,10mm*8mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,102,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. KL, E21, nr. 622 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,10mm*13mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,103,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. FLA, KA15, nr. 644 i bilag",,Fladeklint,E. Ratek,9mm*11mm,,Cementsten,,1,1,S. Andersen,Udlånt til Johan Lindgren,,,,
2048,104,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. KL, E12, nr. 606 i bilag",X104 og X105 er i samme sten,Klinten ved Klitgård - Mors,E. Ratek,10mm*12mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,105,+modplade ,Insekt,,Stankelben,Diptera,,"mrk. KL, E12, nr. 606 i bilag",X104 og X105 er i samme sten,Klinten ved Klitgård - Mors,E. Ratek,11mm*11mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,106,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. KL 96, F&, nr. 631 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,12mm*15mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,107,+modplade ,Insekt,,Snyltehveps,Hymenoptera,,"mrk. FLA, E72, nr. 611 i bilag",,Fladeklint,E. Ratek,12mm*5mm,,Cementsten,,1,1,S. Andersen,,m-stue,,,
2048,108,+modplade,Insekt,,Netvinge,Neuroptera,,"mrk. GU, Ka11",Vinge fra netvinge,Gullerup,E. Ratek,10mm*4mm,,Cementsten,,1, , ,,m-stue,,,
2048,109,+modplade,Insekt,,Stankelben,Diptera,,"mrk. KL97, P45, 87",Velbevaret eksemplar med pæne øjne,Klinten ved Klitgård - Mors,E. Ratek,8mm*15mm,,Cementsten,god,1, , ,,m-stue,,,
2048,110,+modplade,Insekt,,Stankelben,Diptera,,"mrk. SV95, O66, 68, 20",Etikette med atsnav pålimet - Cylindrotoma larssoni  (Freiwald 1991),Svalklit,E. Ratek,12mm*20mm,,Cementsten,,1, ,?,,m-stue,,,
2048,111,-modplade,Insekt,,Stankelben,Diptera,,"mrk. HA95, O93, 83, 6",,Handklidt,E. Ratek,10mm*16mm,,Cementsten,,1, , ,,m-stue,,,
2048,112,+modplade,Insekt,,Stankelben,Diptera,,"mrk. GU97, N28, 46",Etikette med atsnav pålimet -Rhamphidia thybotica (Limoniid) Henriksen,Gullerup,E. Ratek,6mm*10mm,,Cementsten,,1, ,?,,m-stue,,,
2048,113,-modplade,Insekt,,Stankelben,Diptera,,"nrk.  KL96, K29, 31",,Klinten ved Klitgård - Mors,E. Ratek,11mm*14mm,,Cementsten,,1, , ,Udlånt til Johan Lindgren,,,,
2048,114,+modplade,Insekt,,Stankelben,Diptera,,"mrk. SKR 96, N41, 44",,Skærbæk klint,E. Ratek,11mm*14mm,,Cementsten,,1,,,,m-stue,,,
2048,115,+modplade,Fisk,,Barbudo,Polymixiidae,,,"Bagkrop med finner, minus hovede",Svalklit,E. Ratek,105mm*55mm,,Cementsten,,1,,,,m-stue,,,
2048,116,+modplade,botanik,,plante,,,mrk. SA 94 25/3,Formodentlig nåletræ (cupressace ???) Der kan godt præpereres lidt mere fem,,E. Ratek,37mm*12mm,,Cementsten,,1,,,,m-stue,,,
2048,117,+modplade,botanik,,Stenfrugt,,,mrk. Gu22/5 93,"Frugt: stenfrugt (nød?), lige over et dobbelt askelag (+30)",Gullerup,E. Ratek,13mm*8mm,,Cementsten,,1,,,,,,,
2048,118,-modplade,insekt,,Snyltehveps,Hymenoptera,,"mrk.FLA, Ka 18",Lille eksemplar,Fladeklint,E. Ratek,4mm*4mm,,Cementsten,,1,,,,,,,
2048,119,+modplade,Insekt,,Tæge,Hemiptera,,"mrk. FLA, E 52, nr. 623 i bilag",Tæge lille art,Fladeklint,E. Ratek,"4,5mm*2mm",,Cementsten,,1,,S. Andersen,,,,,
2048,120,-modplade,Insekt,,Tæge,Hemiptera,,,Næsten komplet eksemplar med vinder og følehorn,,E. Ratek,12mm*10mm,,Cementsten,God,1,,"Sylvestersen, R.",,,,,
2048,121,+modplade,Insekt,,Flue,Diptera,,,Delvis 3D bevaret,,E. Ratek,10mm*5mm,,Cementsten,,1,,,,,,,
2048,122,-modplade,Insekt,,Svampemyg,Diptera,,"mrk. SV, nr. 661 i bilag",,Svalklit,E. Ratek,6mm*6mm,,Cementsten,ok,1,1,S. Andersen,,,,,
2048,123,+modplade,Insekt,,bladbille,Coleoptera,,"mrk. Gu 97,  nr. 663 i bilag",,Gullerup,E. Ratek,6mm*3mm,,Cementsten,ok,1,1,S. Andersen,,,,,
2048,124,+modplade,Insekt,,Myg?,,,"mrk. SV 2B8, nr. 678 i bilag",,Svalklit,E. Ratek,12mm*4mm,,Cementsten,ok,1,1,S. Andersen,,,,,
2048,125,+modplade,Insekt,,Bille,Coleoptera,,"mrk. KL, nr. 678 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,7mm*3mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,126,+modplade,Insekt,,Bille,Coleoptera,,"mr. SV2000, nr. 460 i bilag",,Svalklit,E. Ratek,7mm*4mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,127,+modplade,Insekt,,Vårflue,Trichoptera,,"mrk. SV98, nr. 792 i bilag",,Svalklit,E. Ratek,13mm*6mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,128,+modplade,Insekt,,Cikade,Hemiptera,,"mrk. SV, nr. 670 i bilag",,Svalklit,E. Ratek,11mm*6mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,129,+modplade,Insekt,,Tæge,Hemiptera,,"mrk. KL, nr. 794 i bilag",Tæge med vinge,Klinten ved Klitgård - Mors,E. Ratek,6mm*2mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,130,+modplade,Insekt,,Snyltehveps,Hymenoptera,,"Mrk. GU, nr. 806 i bilag",,Gullerup,E. Ratek,6mm*6mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,131,+modplade,Insekt,,Cikade,Hemiptera,,"Mrk. SU94 9/10, E35",,Sundby,E. Ratek,20mm*14mm,,Cementsten,,1,1,S. Andersen,,,,,
2048,132,+modplade,Insekt,,Snyltehveps,Hymenoptera,,"mrk. KL, nr. 676 i bilag",,Klinten ved Klitgård - Mors,E. Ratek,9mm*7mm,,Cementsten,,1,1,S. Andersen,,,,,
